,Date,Index,Value
4466,04/05/2022,YENN,11.17%
4467,04/05/2022,BTC,49.24%
4468,05/05/2022,GBP,9.86%
4469,05/05/2022,EUR,7.56%
4470,05/05/2022,YENN,11.54%
4471,05/05/2022,BTC,53.52%
4472,06/05/2022,GBP,11.76%
4473,06/05/2022,EUR,7.89%
4474,06/05/2022,YENN,11.73%
4475,06/05/2022,BTC,53.29%
4476,09/05/2022,GBP,11.73%
4477,09/05/2022,EUR,7.88%
4478,09/05/2022,YENN,11.74%
4479,09/05/2022,BTC,77.98%
4480,10/05/2022,GBP,11.80%
4481,10/05/2022,EUR,7.96%
4482,10/05/2022,YENN,11.88%
4483,10/05/2022,BTC,76.75%
4484,11/05/2022,GBP,11.78%
4485,11/05/2022,EUR,7.98%
4486,11/05/2022,YENN,11.67%
4487,11/05/2022,BTC,78.63%
4488,12/05/2022,GBP,11.83%
4489,12/05/2022,EUR,7.89%
4490,12/05/2022,YENN,11.82%
4491,12/05/2022,BTC,77.55%
4492,13/05/2022,GBP,11.02%
4493,13/05/2022,EUR,8.27%
4494,13/05/2022,YENN,12.44%
4495,13/05/2022,BTC,77.84%
4496,16/05/2022,GBP,11.34%
4497,16/05/2022,EUR,8.22%
4498,16/05/2022,YENN,12.45%
4499,16/05/2022,BTC,78.06%
4500,17/05/2022,GBP,11.69%
4501,17/05/2022,EUR,8.44%
4502,17/05/2022,YENN,12.54%
4503,17/05/2022,BTC,78.58%
4504,18/05/2022,GBP,12.87%
4505,18/05/2022,EUR,9.39%
4506,18/05/2022,YENN,12.55%
4507,18/05/2022,BTC,79.15%
4508,19/05/2022,GBP,13.23%
4509,19/05/2022,EUR,9.58%
4510,19/05/2022,YENN,11.77%
4511,19/05/2022,BTC,82.85%
4512,20/05/2022,GBP,13.67%
4513,20/05/2022,EUR,10.15%
4514,20/05/2022,YENN,11.23%
4515,20/05/2022,BTC,83.20%
4516,23/05/2022,GBP,13.80%
4517,23/05/2022,EUR,10.15%
4518,23/05/2022,YENN,11.18%
4519,23/05/2022,BTC,83.29%
4520,24/05/2022,GBP,13.13%
4521,24/05/2022,EUR,10.92%
4522,24/05/2022,YENN,11.16%
4523,24/05/2022,BTC,83.34%
4524,25/05/2022,GBP,12.95%
4525,25/05/2022,EUR,10.64%
4526,25/05/2022,YENN,11.30%
4527,25/05/2022,BTC,81.80%
4528,26/05/2022,GBP,12.31%
4529,26/05/2022,EUR,10.50%
4530,26/05/2022,YENN,11.29%
4531,26/05/2022,BTC,80.43%
4532,27/05/2022,GBP,12.27%
4533,27/05/2022,EUR,10.12%
4534,27/05/2022,YENN,10.82%
4535,27/05/2022,BTC,79.84%
4536,30/05/2022,GBP,12.04%
4537,30/05/2022,EUR,9.92%
4538,30/05/2022,YENN,8.36%
4539,30/05/2022,BTC,89.51%
4540,31/05/2022,GBP,11.67%
4541,31/05/2022,EUR,9.94%
4542,31/05/2022,YENN,8.35%
4543,31/05/2022,BTC,89.57%
4544,01/06/2022,GBP,11.52%
4545,01/06/2022,EUR,10.00%
4546,01/06/2022,YENN,8.82%
4547,01/06/2022,BTC,91.56%
4548,02/06/2022,GBP,12.07%
4549,02/06/2022,EUR,10.42%
4550,02/06/2022,YENN,9.64%
4551,02/06/2022,BTC,89.68%
4552,03/06/2022,GBP,11.92%
4553,03/06/2022,EUR,10.43%
4554,03/06/2022,YENN,9.33%
4555,03/06/2022,BTC,86.24%
4556,06/06/2022,GBP,9.77%
4557,06/06/2022,EUR,10.04%
4558,06/06/2022,YENN,9.09%
4559,06/06/2022,BTC,89.05%
4560,07/06/2022,GBP,9.70%
4561,07/06/2022,EUR,10.13%
4562,07/06/2022,YENN,9.82%
4563,07/06/2022,BTC,65.19%
4564,08/06/2022,GBP,9.82%
4565,08/06/2022,EUR,10.09%
4566,08/06/2022,YENN,9.86%
4567,08/06/2022,BTC,65.56%
4568,09/06/2022,GBP,9.89%
4569,09/06/2022,EUR,10.00%
4570,09/06/2022,YENN,10.55%
4571,09/06/2022,BTC,60.69%
4572,10/06/2022,GBP,9.71%
4573,10/06/2022,EUR,10.56%
4574,10/06/2022,YENN,10.38%
4575,10/06/2022,BTC,61.99%
4576,13/06/2022,GBP,11.62%
4577,13/06/2022,EUR,10.49%
4578,13/06/2022,YENN,9.54%
4579,13/06/2022,BTC,108.41%
4580,14/06/2022,GBP,12.12%
4581,14/06/2022,EUR,10.80%
4582,14/06/2022,YENN,9.67%
4583,14/06/2022,BTC,107.78%
4584,15/06/2022,GBP,12.44%
4585,15/06/2022,EUR,10.75%
4586,15/06/2022,YENN,9.66%
4587,15/06/2022,BTC,107.69%
4588,16/06/2022,GBP,12.52%
4589,16/06/2022,EUR,10.09%
4590,16/06/2022,YENN,10.36%
4591,16/06/2022,BTC,111.00%
4592,17/06/2022,GBP,13.12%
4593,17/06/2022,EUR,10.25%
4594,17/06/2022,YENN,10.49%
4595,17/06/2022,BTC,108.34%
4596,20/06/2022,GBP,13.12%
4597,20/06/2022,EUR,9.77%
4598,20/06/2022,YENN,12.46%
4599,20/06/2022,BTC,108.44%
4600,21/06/2022,GBP,13.07%
4601,21/06/2022,EUR,9.83%
4602,21/06/2022,YENN,12.52%
4603,21/06/2022,BTC,108.62%
4604,22/06/2022,GBP,12.92%
4605,22/06/2022,EUR,9.04%
4606,22/06/2022,YENN,12.64%
4607,22/06/2022,BTC,108.04%
4608,23/06/2022,GBP,12.91%
4609,23/06/2022,EUR,8.90%
4610,23/06/2022,YENN,12.07%
4611,23/06/2022,BTC,110.82%
4612,24/06/2022,GBP,12.83%
4613,24/06/2022,EUR,8.88%
4614,24/06/2022,YENN,12.78%
4615,24/06/2022,BTC,111.09%
4616,27/06/2022,GBP,12.80%
4617,27/06/2022,EUR,8.88%
4618,27/06/2022,YENN,12.72%
4619,27/06/2022,BTC,111.10%
4620,28/06/2022,GBP,12.78%
4621,28/06/2022,EUR,8.91%
4622,28/06/2022,YENN,12.72%
4623,28/06/2022,BTC,102.46%
4624,29/06/2022,GBP,12.85%
4625,29/06/2022,EUR,8.89%
4626,29/06/2022,YENN,12.72%
4627,29/06/2022,BTC,102.22%
4628,30/06/2022,GBP,12.88%
4629,30/06/2022,EUR,9.11%
4630,30/06/2022,YENN,12.63%
4631,30/06/2022,BTC,101.02%
4632,01/07/2022,GBP,12.60%
4633,01/07/2022,EUR,8.94%
4634,01/07/2022,YENN,12.63%
4635,01/07/2022,BTC,99.89%
4636,04/07/2022,GBP,12.23%
4637,04/07/2022,EUR,8.25%
4638,04/07/2022,YENN,12.84%
4639,04/07/2022,BTC,102.81%
4640,05/07/2022,GBP,12.12%
4641,05/07/2022,EUR,8.25%
4642,05/07/2022,YENN,12.84%
4643,05/07/2022,BTC,99.58%
4644,06/07/2022,GBP,12.74%
4645,06/07/2022,EUR,9.87%
4646,06/07/2022,YENN,12.44%
4647,06/07/2022,BTC,100.37%
4648,07/07/2022,GBP,12.46%
4649,07/07/2022,EUR,9.96%
4650,07/07/2022,YENN,12.39%
4651,07/07/2022,BTC,103.26%
4652,08/07/2022,GBP,13.05%
4653,08/07/2022,EUR,9.86%
4654,08/07/2022,YENN,11.76%
4655,08/07/2022,BTC,103.41%
4656,11/07/2022,GBP,13.04%
4657,11/07/2022,EUR,9.57%
4658,11/07/2022,YENN,11.79%
4659,11/07/2022,BTC,105.98%
4660,12/07/2022,GBP,12.08%
4661,12/07/2022,EUR,9.50%
4662,12/07/2022,YENN,12.03%
4663,12/07/2022,BTC,61.17%
4664,13/07/2022,GBP,11.62%
4665,13/07/2022,EUR,9.32%
4666,13/07/2022,YENN,12.06%
4667,13/07/2022,BTC,63.73%
4668,14/07/2022,GBP,11.05%
4669,14/07/2022,EUR,9.22%
4670,14/07/2022,YENN,11.97%
4671,14/07/2022,BTC,63.78%
4672,15/07/2022,GBP,9.81%
4673,15/07/2022,EUR,9.14%
4674,15/07/2022,YENN,11.81%
4675,15/07/2022,BTC,53.14%
4676,18/07/2022,GBP,8.18%
4677,18/07/2022,EUR,8.92%
4678,18/07/2022,YENN,10.87%
4679,18/07/2022,BTC,59.18%
4680,19/07/2022,GBP,7.90%
4681,19/07/2022,EUR,9.15%
4682,19/07/2022,YENN,8.34%
4683,19/07/2022,BTC,60.41%
4684,20/07/2022,GBP,8.08%
4685,20/07/2022,EUR,9.69%
4686,20/07/2022,YENN,8.31%
4687,20/07/2022,BTC,60.57%
4688,21/07/2022,GBP,8.06%
4689,21/07/2022,EUR,9.71%
4690,21/07/2022,YENN,7.83%
4691,21/07/2022,BTC,58.81%
4692,22/07/2022,GBP,8.14%
4693,22/07/2022,EUR,9.76%
4694,22/07/2022,YENN,8.56%
4695,22/07/2022,BTC,56.96%
4696,25/07/2022,GBP,8.11%
4697,25/07/2022,EUR,9.72%
4698,25/07/2022,YENN,8.21%
4699,25/07/2022,BTC,61.21%
4700,26/07/2022,GBP,8.39%
4701,26/07/2022,EUR,9.60%
4702,26/07/2022,YENN,8.20%
4703,26/07/2022,BTC,60.64%
4704,27/07/2022,GBP,8.39%
4705,27/07/2022,EUR,9.90%
4706,27/07/2022,YENN,8.25%
4707,27/07/2022,BTC,65.32%
4708,28/07/2022,GBP,9.01%
4709,28/07/2022,EUR,10.39%
4710,28/07/2022,YENN,8.44%
4711,28/07/2022,BTC,66.07%
4712,29/07/2022,GBP,8.85%
4713,29/07/2022,EUR,10.16%
4714,29/07/2022,YENN,9.38%
4715,29/07/2022,BTC,65.60%
4716,01/08/2022,GBP,8.82%
4717,01/08/2022,EUR,10.10%
4718,01/08/2022,YENN,9.49%
4719,01/08/2022,BTC,65.25%
4720,02/08/2022,GBP,8.96%
4721,02/08/2022,EUR,10.28%
4722,02/08/2022,YENN,10.41%
4723,02/08/2022,BTC,64.07%
4724,03/08/2022,GBP,9.57%
4725,03/08/2022,EUR,10.79%
4726,03/08/2022,YENN,11.38%
4727,03/08/2022,BTC,64.15%
4728,04/08/2022,GBP,8.15%
4729,04/08/2022,EUR,9.16%
4730,04/08/2022,YENN,11.51%
4731,04/08/2022,BTC,64.21%
4732,05/08/2022,GBP,8.08%
4733,05/08/2022,EUR,9.38%
4734,05/08/2022,YENN,11.87%
4735,05/08/2022,BTC,62.56%
4736,08/08/2022,GBP,8.14%
4737,08/08/2022,EUR,9.75%
4738,08/08/2022,YENN,13.64%
4739,08/08/2022,BTC,62.89%
4740,09/08/2022,GBP,8.16%
4741,09/08/2022,EUR,9.79%
4742,09/08/2022,YENN,13.60%
4743,09/08/2022,BTC,55.40%
4744,10/08/2022,GBP,7.34%
4745,10/08/2022,EUR,8.79%
4746,10/08/2022,YENN,13.30%
4747,10/08/2022,BTC,54.11%
4748,11/08/2022,GBP,8.15%
4749,11/08/2022,EUR,9.20%
4750,11/08/2022,YENN,14.47%
4751,11/08/2022,BTC,52.69%
4752,12/08/2022,GBP,8.16%
4753,12/08/2022,EUR,9.19%
4754,12/08/2022,YENN,14.22%
4755,12/08/2022,BTC,52.71%
4756,15/08/2022,GBP,8.43%
4757,15/08/2022,EUR,9.50%
4758,15/08/2022,YENN,13.70%
4759,15/08/2022,BTC,53.08%
4760,16/08/2022,GBP,8.69%
4761,16/08/2022,EUR,9.88%
4762,16/08/2022,YENN,13.66%
4763,16/08/2022,BTC,46.99%
4764,17/08/2022,GBP,8.61%
4765,17/08/2022,EUR,9.75%
4766,17/08/2022,YENN,14.12%
4767,17/08/2022,BTC,45.85%
4768,18/08/2022,GBP,8.65%
4769,18/08/2022,EUR,9.27%
4770,18/08/2022,YENN,14.29%
4771,18/08/2022,BTC,45.83%
4772,19/08/2022,GBP,9.22%
4773,19/08/2022,EUR,9.63%
4774,19/08/2022,YENN,14.49%
4775,19/08/2022,BTC,58.74%
4776,22/08/2022,GBP,9.74%
4777,22/08/2022,EUR,9.66%
4778,22/08/2022,YENN,14.55%
4779,22/08/2022,BTC,59.35%
4780,23/08/2022,GBP,9.82%
4781,23/08/2022,EUR,10.11%
4782,23/08/2022,YENN,14.44%
4783,23/08/2022,BTC,55.43%
4784,24/08/2022,GBP,9.82%
4785,24/08/2022,EUR,10.13%
4786,24/08/2022,YENN,14.61%
4787,24/08/2022,BTC,55.44%
4788,25/08/2022,GBP,9.86%
4789,25/08/2022,EUR,9.69%
4790,25/08/2022,YENN,14.57%
4791,25/08/2022,BTC,48.21%
4792,26/08/2022,GBP,9.06%
4793,26/08/2022,EUR,9.19%
4794,26/08/2022,YENN,14.46%
4795,26/08/2022,BTC,50.12%
4796,29/08/2022,GBP,9.62%
4797,29/08/2022,EUR,9.21%
4798,29/08/2022,YENN,13.85%
4799,29/08/2022,BTC,50.19%
4800,30/08/2022,GBP,9.72%
4801,30/08/2022,EUR,9.66%
4802,30/08/2022,YENN,13.68%
4803,30/08/2022,BTC,50.35%
4804,31/08/2022,GBP,9.23%
4805,31/08/2022,EUR,9.44%
4806,31/08/2022,YENN,12.45%
4807,31/08/2022,BTC,50.77%
4808,01/09/2022,GBP,8.97%
4809,01/09/2022,EUR,8.85%
4810,01/09/2022,YENN,11.79%
4811,01/09/2022,BTC,50.90%
4812,02/09/2022,GBP,8.98%
4813,02/09/2022,EUR,9.28%
4814,02/09/2022,YENN,11.83%
4815,02/09/2022,BTC,50.89%
4816,05/09/2022,GBP,8.96%
4817,05/09/2022,EUR,8.62%
4818,05/09/2022,YENN,10.97%
4819,05/09/2022,BTC,49.30%
4820,06/09/2022,GBP,9.46%
4821,06/09/2022,EUR,8.57%
4822,06/09/2022,YENN,9.46%
4823,06/09/2022,BTC,50.18%
4824,07/09/2022,GBP,9.38%
4825,07/09/2022,EUR,8.59%
4826,07/09/2022,YENN,11.10%
4827,07/09/2022,BTC,51.20%
4828,08/09/2022,GBP,9.43%
4829,08/09/2022,EUR,9.41%
4830,08/09/2022,YENN,11.18%
4831,08/09/2022,BTC,49.08%
4832,09/09/2022,GBP,8.08%
4833,09/09/2022,EUR,8.74%
4834,09/09/2022,YENN,8.54%
4835,09/09/2022,BTC,62.35%
4836,12/09/2022,GBP,8.97%
4837,12/09/2022,EUR,9.05%
4838,12/09/2022,YENN,9.56%
4839,12/09/2022,BTC,64.31%
4840,13/09/2022,GBP,9.33%
4841,13/09/2022,EUR,9.18%
4842,13/09/2022,YENN,9.63%
4843,13/09/2022,BTC,71.96%
4844,14/09/2022,GBP,10.45%
4845,14/09/2022,EUR,9.98%
4846,14/09/2022,YENN,10.03%
4847,14/09/2022,BTC,71.98%
4848,15/09/2022,GBP,10.45%
4849,15/09/2022,EUR,9.97%
4850,15/09/2022,YENN,11.00%
4851,15/09/2022,BTC,72.09%
4852,16/09/2022,GBP,10.62%
4853,16/09/2022,EUR,9.96%
4854,16/09/2022,YENN,10.98%
4855,16/09/2022,BTC,72.20%
4856,19/09/2022,GBP,10.31%
4857,19/09/2022,EUR,9.62%
4858,19/09/2022,YENN,11.17%
4859,19/09/2022,BTC,62.78%
4860,20/09/2022,GBP,9.97%
4861,20/09/2022,EUR,9.44%
4862,20/09/2022,YENN,10.90%
4863,20/09/2022,BTC,62.80%
4864,21/09/2022,GBP,10.02%
4865,21/09/2022,EUR,9.05%
4866,21/09/2022,YENN,10.89%
4867,21/09/2022,BTC,62.78%
4868,22/09/2022,GBP,10.16%
4869,22/09/2022,EUR,10.25%
4870,22/09/2022,YENN,10.53%
4871,22/09/2022,BTC,65.39%
4872,23/09/2022,GBP,10.21%
4873,23/09/2022,EUR,10.27%
4874,23/09/2022,YENN,12.03%
4875,23/09/2022,BTC,65.19%
4876,26/09/2022,GBP,17.09%
4877,26/09/2022,EUR,11.48%
4878,26/09/2022,YENN,12.08%
4879,26/09/2022,BTC,61.59%
4880,27/09/2022,GBP,16.93%
4881,27/09/2022,EUR,11.62%
4882,27/09/2022,YENN,12.06%
4883,27/09/2022,BTC,61.58%
4884,28/09/2022,GBP,16.77%
4885,28/09/2022,EUR,11.15%
4886,28/09/2022,YENN,11.89%
4887,28/09/2022,BTC,61.37%
4888,29/09/2022,GBP,17.48%
4889,29/09/2022,EUR,12.07%
4890,29/09/2022,YENN,11.97%
4891,29/09/2022,BTC,61.26%
4892,30/09/2022,GBP,21.01%
4893,30/09/2022,EUR,12.98%
4894,30/09/2022,YENN,11.96%
4895,30/09/2022,BTC,61.26%
4896,03/10/2022,GBP,20.99%
4897,03/10/2022,EUR,12.72%
4898,03/10/2022,YENN,11.88%
4899,03/10/2022,BTC,61.34%
4900,04/10/2022,GBP,21.90%
4901,04/10/2022,EUR,12.76%
4902,04/10/2022,YENN,11.94%
4903,04/10/2022,BTC,62.56%
4904,05/10/2022,GBP,22.03%
4905,05/10/2022,EUR,13.80%
4906,05/10/2022,YENN,12.13%
4907,05/10/2022,BTC,59.82%
4908,06/10/2022,GBP,22.15%
4909,06/10/2022,EUR,13.92%
4910,06/10/2022,YENN,10.31%
4911,06/10/2022,BTC,59.51%
4912,07/10/2022,GBP,22.87%
4913,07/10/2022,EUR,14.08%
4914,07/10/2022,YENN,10.14%
4915,07/10/2022,BTC,60.01%
4916,10/10/2022,GBP,22.97%
4917,10/10/2022,EUR,14.13%
4918,10/10/2022,YENN,10.15%
4919,10/10/2022,BTC,47.98%
4920,11/10/2022,GBP,22.68%
4921,11/10/2022,EUR,13.88%
4922,11/10/2022,YENN,9.57%
4923,11/10/2022,BTC,44.34%
4924,12/10/2022,GBP,22.62%
4925,12/10/2022,EUR,13.62%
4926,12/10/2022,YENN,9.56%
4927,12/10/2022,BTC,30.20%
4928,13/10/2022,GBP,22.72%
4929,13/10/2022,EUR,12.85%
4930,13/10/2022,YENN,8.78%
4931,13/10/2022,BTC,30.61%
4932,14/10/2022,GBP,23.65%
4933,14/10/2022,EUR,12.99%
4934,14/10/2022,YENN,7.85%
4935,14/10/2022,BTC,29.41%
4936,17/10/2022,GBP,23.57%
4937,17/10/2022,EUR,12.98%
4938,17/10/2022,YENN,8.27%
4939,17/10/2022,BTC,30.20%
4940,18/10/2022,GBP,23.85%
4941,18/10/2022,EUR,13.57%
4942,18/10/2022,YENN,7.98%
4943,18/10/2022,BTC,30.17%
4944,19/10/2022,GBP,23.84%
4945,19/10/2022,EUR,13.59%
4946,19/10/2022,YENN,7.97%
4947,19/10/2022,BTC,27.88%
4948,20/10/2022,GBP,24.11%
4949,20/10/2022,EUR,13.85%
4950,20/10/2022,YENN,8.01%
4951,20/10/2022,BTC,27.10%
4952,21/10/2022,GBP,23.82%
4953,21/10/2022,EUR,13.00%
4954,21/10/2022,YENN,7.94%
4955,21/10/2022,BTC,21.91%
4956,24/10/2022,GBP,24.13%
4957,24/10/2022,EUR,13.33%
4958,24/10/2022,YENN,8.36%
4959,24/10/2022,BTC,22.06%
4960,25/10/2022,GBP,18.58%
4961,25/10/2022,EUR,12.08%
4962,25/10/2022,YENN,8.22%
4963,25/10/2022,BTC,25.60%
4964,26/10/2022,GBP,18.91%
4965,26/10/2022,EUR,11.95%
4966,26/10/2022,YENN,8.46%
4967,26/10/2022,BTC,27.54%
4968,27/10/2022,GBP,19.18%
4969,27/10/2022,EUR,12.42%
4970,27/10/2022,YENN,9.69%
4971,27/10/2022,BTC,28.73%
4972,28/10/2022,GBP,19.35%
4973,28/10/2022,EUR,12.95%
4974,28/10/2022,YENN,9.65%
4975,28/10/2022,BTC,29.03%
4976,31/10/2022,GBP,16.63%
4977,31/10/2022,EUR,12.32%
4978,31/10/2022,YENN,10.23%
4979,31/10/2022,BTC,28.94%
4980,01/11/2022,GBP,17.16%
4981,01/11/2022,EUR,12.50%
4982,01/11/2022,YENN,10.37%
4983,01/11/2022,BTC,28.83%
4984,02/11/2022,GBP,16.17%
4985,02/11/2022,EUR,12.44%
4986,02/11/2022,YENN,10.58%
4987,02/11/2022,BTC,26.72%
4988,03/11/2022,GBP,16.12%
4989,03/11/2022,EUR,11.34%
4990,03/11/2022,YENN,10.36%
4991,03/11/2022,BTC,26.56%
4992,04/11/2022,GBP,17.16%
4993,04/11/2022,EUR,11.29%
4994,04/11/2022,YENN,10.32%
4995,04/11/2022,BTC,30.51%
4996,07/11/2022,GBP,16.83%
4997,07/11/2022,EUR,12.26%
4998,07/11/2022,YENN,11.03%
4999,07/11/2022,BTC,31.09%
5000,08/11/2022,GBP,17.34%
5001,08/11/2022,EUR,12.37%
5002,08/11/2022,YENN,11.02%
5003,08/11/2022,BTC,48.19%
5004,09/11/2022,GBP,17.33%
5005,09/11/2022,EUR,12.39%
5006,09/11/2022,YENN,11.49%
5007,09/11/2022,BTC,71.76%
5008,10/11/2022,GBP,17.99%
5009,10/11/2022,EUR,12.66%
5010,10/11/2022,YENN,11.69%
5011,10/11/2022,BTC,81.32%
5012,11/11/2022,GBP,19.93%
5013,11/11/2022,EUR,13.75%
5014,11/11/2022,YENN,15.71%
5015,11/11/2022,BTC,81.65%
5016,14/11/2022,GBP,19.30%
5017,14/11/2022,EUR,14.25%
5018,14/11/2022,YENN,16.28%
5019,14/11/2022,BTC,81.90%
5020,15/11/2022,GBP,19.25%
5021,15/11/2022,EUR,14.24%
5022,15/11/2022,YENN,15.92%
5023,15/11/2022,BTC,81.79%
5024,16/11/2022,GBP,19.30%
5025,16/11/2022,EUR,13.94%
5026,16/11/2022,YENN,15.91%
5027,16/11/2022,BTC,81.80%
5028,17/11/2022,GBP,19.27%
5029,17/11/2022,EUR,13.94%
5030,17/11/2022,YENN,15.95%
5031,17/11/2022,BTC,81.84%
5032,18/11/2022,GBP,18.76%
5033,18/11/2022,EUR,13.37%
5034,18/11/2022,YENN,16.22%
5035,18/11/2022,BTC,81.88%
5036,21/11/2022,GBP,18.75%
5037,21/11/2022,EUR,13.51%
5038,21/11/2022,YENN,16.11%
5039,21/11/2022,BTC,83.50%
5040,22/11/2022,GBP,18.69%
5041,22/11/2022,EUR,13.85%
5042,22/11/2022,YENN,16.38%
5043,22/11/2022,BTC,84.14%
5044,23/11/2022,GBP,18.63%
5045,23/11/2022,EUR,13.94%
5046,23/11/2022,YENN,16.11%
5047,23/11/2022,BTC,83.38%
5048,24/11/2022,GBP,18.74%
5049,24/11/2022,EUR,14.08%
5050,24/11/2022,YENN,16.51%
5051,24/11/2022,BTC,82.05%
5052,25/11/2022,GBP,18.16%
5053,25/11/2022,EUR,13.56%
5054,25/11/2022,YENN,16.15%
5055,25/11/2022,BTC,81.93%
5056,28/11/2022,GBP,18.09%
5057,28/11/2022,EUR,12.77%
5058,28/11/2022,YENN,16.25%
5059,28/11/2022,BTC,81.47%
5060,29/11/2022,GBP,18.40%
5061,29/11/2022,EUR,12.80%
5062,29/11/2022,YENN,15.56%
5063,29/11/2022,BTC,81.92%
5064,30/11/2022,GBP,17.86%
5065,30/11/2022,EUR,12.48%
5066,30/11/2022,YENN,15.25%
5067,30/11/2022,BTC,83.95%
5068,01/12/2022,GBP,18.13%
5069,01/12/2022,EUR,12.71%
5070,01/12/2022,YENN,15.41%
5071,01/12/2022,BTC,83.92%
5072,02/12/2022,GBP,18.11%
5073,02/12/2022,EUR,12.50%
5074,02/12/2022,YENN,15.96%
5075,02/12/2022,BTC,84.01%
5076,05/12/2022,GBP,16.18%
5077,05/12/2022,EUR,11.99%
5078,05/12/2022,YENN,15.71%
5079,05/12/2022,BTC,81.75%
5080,06/12/2022,GBP,16.39%
5081,06/12/2022,EUR,11.08%
5082,06/12/2022,YENN,17.11%
5083,06/12/2022,BTC,81.75%
5084,07/12/2022,GBP,15.94%
5085,07/12/2022,EUR,10.98%
5086,07/12/2022,YENN,17.19%
5087,07/12/2022,BTC,73.91%
5088,08/12/2022,GBP,16.00%
5089,08/12/2022,EUR,10.90%
5090,08/12/2022,YENN,17.06%
5091,08/12/2022,BTC,50.19%
5092,09/12/2022,GBP,14.49%
5093,09/12/2022,EUR,10.52%
5094,09/12/2022,YENN,16.82%
5095,09/12/2022,BTC,35.32%
5096,12/12/2022,GBP,11.33%
5097,12/12/2022,EUR,9.27%
5098,12/12/2022,YENN,13.45%
5099,12/12/2022,BTC,33.54%
5100,13/12/2022,GBP,11.07%
5101,13/12/2022,EUR,8.23%
5102,13/12/2022,YENN,12.70%
5103,13/12/2022,BTC,34.02%
5104,14/12/2022,GBP,10.99%
5105,14/12/2022,EUR,8.55%
5106,14/12/2022,YENN,13.38%
5107,14/12/2022,BTC,33.70%
5108,15/12/2022,GBP,10.61%
5109,15/12/2022,EUR,8.59%
5110,15/12/2022,YENN,13.16%
5111,15/12/2022,BTC,34.72%
5112,16/12/2022,GBP,12.82%
5113,16/12/2022,EUR,8.70%
5114,16/12/2022,YENN,14.66%
5115,16/12/2022,BTC,37.94%
5116,19/12/2022,GBP,12.72%
5117,19/12/2022,EUR,8.86%
5118,19/12/2022,YENN,14.53%
5119,19/12/2022,BTC,38.18%
5120,20/12/2022,GBP,12.72%
5121,20/12/2022,EUR,8.75%
5122,20/12/2022,YENN,14.58%
5123,20/12/2022,BTC,33.67%
5124,21/12/2022,GBP,12.55%
5125,21/12/2022,EUR,8.03%
5126,21/12/2022,YENN,18.51%
5127,21/12/2022,BTC,32.81%
5128,22/12/2022,GBP,13.59%
5129,22/12/2022,EUR,8.01%
5130,22/12/2022,YENN,18.63%
5131,22/12/2022,BTC,31.77%
